source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:BP,GO:0006959,humoral immune response,0.005764629716752938,True,"""An immune response mediated through a body fluid."" [GOC:hb, ISBN:0198506732]",19,85,3,14996,0.03529411764705882,0.15789473684210525,query_1,['GO:0006955'],"['ENSDARG00000016771', 'ENSDARG00000032098', 'ENSDARG00000019772']","[['IBA'], ['IEA'], ['IEA']]"
GO:BP,GO:0009617,response to bacterium,0.005764629716752938,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."" [GOC:hb]",49,85,4,14996,0.047058823529411764,0.08163265306122448,query_1,['GO:0051707'],"['ENSDARG00000102175', 'ENSDARG00000016771', 'ENSDARG00000055705', 'ENSDARG00000052207']","[['IEA'], ['IDA', 'IBA'], ['IDA'], ['IDA']]"
GO:BP,GO:0033036,macromolecule localization,0.005764629716752938,True,"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]",606,85,12,14996,0.1411764705882353,0.019801980198019802,query_1,['GO:0051179'],"['ENSDARG00000092170', 'ENSDARG00000104450', 'ENSDARG00000102004', 'ENSDARG00000020866', 'ENSDARG00000078902', 'ENSDARG00000009153', 'ENSDARG00000078132', 'ENSDARG00000092155', 'ENSDARG00000030872', 'ENSDARG00000042780', 'ENSDARG00000075016', 'ENSDARG00000060345']","[['IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0097006,regulation of plasma lipoprotein particle levels,0.0061182983853272175,True,"""Any process involved in the maintenance of internal levels of plasma lipoprotein particles within an organism."" [GOC:BHF]",4,85,2,14996,0.023529411764705882,0.5,query_1,['GO:0050789'],"['ENSDARG00000092170', 'ENSDARG00000092155']","[['IBA'], ['IBA']]"
GO:MF,GO:0005178,integrin binding,0.00785349350661046,True,"""Binding to an integrin."" [GOC:ceb]",25,129,3,21077,0.023255813953488372,0.12,query_1,"['GO:0005102', 'GO:0044877', 'GO:0050839']","['ENSDARG00000022689', 'ENSDARG00000062688', 'ENSDARG00000078180']","[['IBA'], ['IBA'], ['IEA']]"
GO:BP,GO:0065008,regulation of biological quality,0.008345837929361088,True,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",376,85,9,14996,0.10588235294117647,0.023936170212765957,query_1,['GO:0065007'],"['ENSDARG00000061383', 'ENSDARG00000104450', 'ENSDARG00000034862', 'ENSDARG00000100782', 'ENSDARG00000057498', 'ENSDARG00000016412', 'ENSDARG00000055705', 'ENSDARG00000076401', 'ENSDARG00000027355']","[['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IMP'], ['IBA'], ['IBA']]"
GO:MF,GO:0020037,heme binding,0.012051994954513388,True,"""Binding to a heme, a compound composed of iron complexed in a porphyrin (tetrapyrrole) ring."" [GOC:ai]",176,129,6,21077,0.046511627906976744,0.03409090909090909,query_1,['GO:0046906'],"['ENSDARG00000104593', 'ENSDARG00000021172', 'ENSDARG00000071429', 'ENSDARG00000012535', 'ENSDARG00000101861', 'ENSDARG00000101423']","[['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0046906,tetrapyrrole binding,0.013208817289258388,True,"""Binding to a tetrapyrrole, a compound containing four pyrrole nuclei variously substituted and linked to each other through carbons at the alpha position."" [GOC:curators, ISBN:0198506732]",181,129,6,21077,0.046511627906976744,0.03314917127071823,query_1,['GO:0005488'],"['ENSDARG00000104593', 'ENSDARG00000021172', 'ENSDARG00000071429', 'ENSDARG00000012535', 'ENSDARG00000101861', 'ENSDARG00000101423']","[['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",0.015279884170956425,True,"""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from one donor, and two oxygen atoms is incorporated into a donor."" [GOC:mah]",33,129,3,21077,0.023255813953488372,0.09090909090909091,query_1,"['GO:0016701', 'GO:0051213']","['ENSDARG00000018351', 'ENSDARG00000058005', 'ENSDARG00000071429']","[['IEA'], ['IBA', 'IEA'], ['IEA']]"
GO:MF,GO:0016701,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",0.01588955902525783,True,"""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from one donor, and molecular oxygen is incorporated into a donor."" [EC:1.13.-.-]",34,129,3,21077,0.023255813953488372,0.08823529411764706,query_1,['GO:0016491'],"['ENSDARG00000018351', 'ENSDARG00000058005', 'ENSDARG00000071429']","[['IEA'], ['IBA', 'IEA'], ['IEA']]"
GO:BP,GO:0042742,defense response to bacterium,0.022409000833976192,True,"""Reactions triggered in response to the presence of a bacterium that act to protect the cell or organism."" [GOC:jl]",32,85,3,14996,0.03529411764705882,0.09375,query_1,"['GO:0006952', 'GO:0009617']","['ENSDARG00000102175', 'ENSDARG00000016771', 'ENSDARG00000052207']","[['IEA'], ['IBA'], ['IDA']]"
KEGG,KEGG:00232,Caffeine metabolism,0.025166502756300745,True,Caffeine metabolism,4,52,2,6524,0.038461538461538464,0.5,query_1,['KEGG:00000'],"['ENSDARG00000055240', 'ENSDARG00000007024']","[['KEGG'], ['KEGG']]"
GO:BP,GO:0006979,response to oxidative stress,0.025474732794851827,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]",34,85,3,14996,0.03529411764705882,0.08823529411764706,query_1,['GO:0006950'],"['ENSDARG00000043342', 'ENSDARG00000018459', 'ENSDARG00000012535']","[['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0044281,small molecule metabolic process,0.026108510525467397,True,"""The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]",644,85,11,14996,0.12941176470588237,0.017080745341614908,query_1,['GO:0008152'],"['ENSDARG00000055240', 'ENSDARG00000091503', 'ENSDARG00000034048', 'ENSDARG00000018351', 'ENSDARG00000058005', 'ENSDARG00000002986', 'ENSDARG00000013056', 'ENSDARG00000021172', 'ENSDARG00000042010', 'ENSDARG00000074457', 'ENSDARG00000045414']","[['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IEA']]"
KEGG,KEGG:00350,Tyrosine metabolism,0.02766846107460054,True,Tyrosine metabolism,27,52,3,6524,0.057692307692307696,0.1111111111111111,query_1,['KEGG:00000'],"['ENSDARG00000018351', 'ENSDARG00000058005', 'ENSDARG00000012535']","[['KEGG'], ['KEGG'], ['KEGG']]"
KEGG,KEGG:01100,Metabolic pathways,0.02766846107460054,True,Metabolic pathways,1441,52,22,6524,0.4230769230769231,0.015267175572519083,query_1,['KEGG:00000'],"['ENSDARG00000040190', 'ENSDARG00000043342', 'ENSDARG00000055240', 'ENSDARG00000034048', 'ENSDARG00000018351', 'ENSDARG00000058005', 'ENSDARG00000002986', 'ENSDARG00000019532', 'ENSDARG00000060280', 'ENSDARG00000013056', 'ENSDARG00000006220', 'ENSDARG00000073786', 'ENSDARG00000009153', 'ENSDARG00000068876', 'ENSDARG00000042010', 'ENSDARG00000097285', 'ENSDARG00000042293', 'ENSDARG00000074457', 'ENSDARG00000045414', 'ENSDARG00000002394', 'ENSDARG00000007024', 'ENSDARG00000012535']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0006144,purine nucleobase metabolic process,0.027847942302800167,True,"""The chemical reactions and pathways involving purine nucleobases, one of the two classes of nitrogen-containing ring compounds found in DNA and RNA, which include adenine and guanine."" [GOC:go_curators]",9,85,2,14996,0.023529411764705882,0.2222222222222222,query_1,"['GO:0009112', 'GO:0072521']","['ENSDARG00000055240', 'ENSDARG00000002986']","[['IBA'], ['IEA']]"
GO:MF,GO:0008289,lipid binding,0.029493929146689607,True,"""Binding to a lipid."" [GOC:ai]",377,129,8,21077,0.06201550387596899,0.021220159151193633,query_1,['GO:0005488'],"['ENSDARG00000092170', 'ENSDARG00000102004', 'ENSDARG00000020866', 'ENSDARG00000089310', 'ENSDARG00000044625', 'ENSDARG00000078132', 'ENSDARG00000030872', 'ENSDARG00000060345']","[['IBA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0006956,complement activation,0.033173933139285315,True,"""Any process involved in the activation of any of the steps of the complement cascade, which allows for the direct killing of microbes, the disposal of immune complexes, and the regulation of other immune processes; the initial steps of complement activation involve one of three pathways, the classical pathway, the alternative pathway, and the lectin pathway, all of which lead to the terminal complement pathway."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",10,85,2,14996,0.023529411764705882,0.2,query_1,"['GO:0002252', 'GO:0002253', 'GO:0006959']","['ENSDARG00000032098', 'ENSDARG00000019772']","[['IEA'], ['IEA']]"
GO:MF,GO:0004175,endopeptidase activity,0.03405081708285933,True,"""Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain."" [http://merops.sanger.ac.uk/about/glossary.htm#ENDOPEPTIDASE]",478,129,9,21077,0.06976744186046512,0.01882845188284519,query_1,['GO:0008233'],"['ENSDARG00000103308', 'ENSDARG00000099425', 'ENSDARG00000034862', 'ENSDARG00000100782', 'ENSDARG00000057498', 'ENSDARG00000007988', 'ENSDARG00000023111', 'ENSDARG00000008553', 'ENSDARG00000019772']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA']]"
GO:MF,GO:0005319,lipid transporter activity,0.03433999593435867,True,"""Enables the directed movement of lipids into, out of or within a cell, or between cells."" [GOC:ai]",96,129,4,21077,0.031007751937984496,0.041666666666666664,query_1,['GO:0005215'],"['ENSDARG00000104450', 'ENSDARG00000030872', 'ENSDARG00000042780', 'ENSDARG00000075016']","[['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0030301,cholesterol transport,0.03871358598609976,True,"""The directed movement of cholesterol, cholest-5-en-3-beta-ol, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah, ISBN:0198506732]",11,85,2,14996,0.023529411764705882,0.18181818181818182,query_1,['GO:0015918'],"['ENSDARG00000092170', 'ENSDARG00000030872']","[['IBA'], ['IEA']]"
GO:MF,GO:0005509,calcium ion binding,0.04013934571295743,True,"""Binding to a calcium ion (Ca2+)."" [GOC:ai]",794,129,12,21077,0.09302325581395349,0.015113350125944584,query_1,['GO:0046872'],"['ENSDARG00000053254', 'ENSDARG00000068586', 'ENSDARG00000034862', 'ENSDARG00000100782', 'ENSDARG00000057498', 'ENSDARG00000033738', 'ENSDARG00000007988', 'ENSDARG00000009153', 'ENSDARG00000104329', 'ENSDARG00000008553', 'ENSDARG00000038716', 'ENSDARG00000012535']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0050839,cell adhesion molecule binding,0.04375220522907565,True,"""Binding to a cell adhesion molecule."" [GOC:ai]",52,129,3,21077,0.023255813953488372,0.057692307692307696,query_1,['GO:0005515'],"['ENSDARG00000022689', 'ENSDARG00000062688', 'ENSDARG00000078180']","[['IBA'], ['IBA'], ['IEA']]"
GO:BP,GO:0015918,sterol transport,0.044434082478051244,True,"""The directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Sterols are steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."" [GOC:ai]",12,85,2,14996,0.023529411764705882,0.16666666666666666,query_1,"['GO:0006869', 'GO:0015850']","['ENSDARG00000092170', 'ENSDARG00000030872']","[['IBA'], ['IEA']]"
GO:MF,GO:0043546,molybdopterin cofactor binding,0.047309158567879823,True,"""Binding to a molybdopterin cofactor (Moco), essential for the catalytic activity of some enzymes, e.g. sulfite oxidase, xanthine dehydrogenase, and aldehyde oxidase. The cofactor consists of a mononuclear molybdenum (Mo-molybdopterin) or tungsten ion (W-molybdopterin) coordinated by one or two molybdopterin ligands."" [ISSN:09498257]",1,129,1,21077,0.007751937984496124,1.0,query_1,['GO:0005488'],['ENSDARG00000055240'],[['IEA']]
GO:MF,GO:0016727,"oxidoreductase activity, acting on CH or CH2 groups, oxygen as acceptor",0.047309158567879823,True,"""Catalysis of an oxidation-reduction (redox) reaction in which a CH2 group acts as a hydrogen or electron donor and reduces an oxygen molecule."" [GOC:ai]",1,129,1,21077,0.007751937984496124,1.0,query_1,['GO:0016725'],['ENSDARG00000055240'],[['IEA']]
GO:MF,GO:0019960,C-X3-C chemokine binding,0.047309158567879823,True,"""Binding to a C-X3-C chemokine; C-X3-C chemokines have three amino acids between the first two cysteines of the characteristic four-cysteine motif."" [GOC:ai]",1,129,1,21077,0.007751937984496124,1.0,query_1,['GO:0019956'],['ENSDARG00000022689'],[['IBA']]
GO:MF,GO:0004869,cysteine-type endopeptidase inhibitor activity,0.047309158567879823,True,"""Binds to and stops, prevents or reduces the activity of a cysteine-type endopeptidase."" [GOC:dph, GOC:tb]",17,129,2,21077,0.015503875968992248,0.11764705882352941,query_1,['GO:0004866'],"['ENSDARG00000053973', 'ENSDARG00000026764']","[['IEA'], ['IEA']]"
GO:MF,GO:0043274,phospholipase binding,0.047309158567879823,True,"""Binding to a phospholipase."" [GOC:jl]",1,129,1,21077,0.007751937984496124,1.0,query_1,['GO:0019899'],['ENSDARG00000092155'],[['IBA']]
GO:MF,GO:0098639,collagen binding involved in cell-matrix adhesion,0.047309158567879823,True,"""Any collagen binding that occurs as part of cell-matrix adhesion."" [GOC:dos]",1,129,1,21077,0.007751937984496124,1.0,query_1,"['GO:0005518', 'GO:0098634']",['ENSDARG00000022689'],[['IBA']]
GO:MF,GO:0098634,cell-matrix adhesion mediator activity,0.047309158567879823,True,"""The binding by a cell-adhesion protein on the cell surface to an extracellular matrix component, to mediate adhesion of the cell to the extracellular matrix."" [Wikipedia:Cell_adhesion]",1,129,1,21077,0.007751937984496124,1.0,query_1,['GO:0098631'],['ENSDARG00000022689'],[['IBA']]
GO:MF,GO:0004411,"homogentisate 1,2-dioxygenase activity",0.047309158567879823,True,"""Catalysis of the reaction: homogentisate + O2 = 4-maleylacetoacetate + H+."" [EC:1.13.11.5, RHEA:15449]",1,129,1,21077,0.007751937984496124,1.0,query_1,['GO:0016702'],['ENSDARG00000058005'],"[['IBA', 'IEA']]"
GO:MF,GO:0005499,vitamin D binding,0.047309158567879823,True,"""Binding to vitamin D, any of a group of related, fat-soluble compounds that are derived from delta-5,7 steroids and play a central role in calcium metabolism. Specific forms of vitamin D include calciferol (ergocalciferol; vitamin D2) and cholecalciferol (calciol; vitamin D3)."" [GOC:mah, ISBN:0471331309]",1,129,1,21077,0.007751937984496124,1.0,query_1,"['GO:0005496', 'GO:0019842']",['ENSDARG00000089310'],"[['IBA', 'IEA']]"
GO:MF,GO:0004855,xanthine oxidase activity,0.047309158567879823,True,"""Catalysis of the reaction: xanthine + H2O + O2 = urate + hydrogen peroxide."" [EC:1.17.3.2]",1,129,1,21077,0.007751937984496124,1.0,query_1,['GO:0016727'],['ENSDARG00000055240'],[['IEA']]
GO:MF,GO:0008892,guanine deaminase activity,0.047309158567879823,True,"""Catalysis of the reaction: guanine + H2O = xanthine + NH3."" [EC:3.5.4.3]",1,129,1,21077,0.007751937984496124,1.0,query_1,"['GO:0016814', 'GO:0019239']",['ENSDARG00000002986'],[['IEA']]
